IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE001;04/04/2024 14:51;04/04/2024 04:01;USER002;COMPRA06;1;746.00€;Correcto
OPE002;04/04/2024 14:51;04/04/2024 22:23;USER005;COMPRA06;2;500.00€;Error
OPE003;04/04/2024 14:51;04/04/2024 16:46;USER003;COMPRA06;3;-320.00€;Correcto
OPE004;04/04/2024 14:51;04/04/2024 21:47;USER003;COMPRA06;4;-983.00€;Finalizado
OPE005;04/04/2024 14:51;04/04/2024 01:54;USER007;COMPRA06;5;-377.00€;Error
OPE006;04/04/2024 14:51;04/04/2024 22:49;USER007;COMPRA06;6;-240.00€;Error
OPE007;04/04/2024 14:51;04/04/2024 19:36;USER007;COMPRA06;7;-274.00€;Finalizado
OPE008;04/04/2024 14:51;04/04/2024 06:01;USER006;COMPRA06;8;-575.00€;Correcto
OPE009;04/04/2024 14:51;04/04/2024 00:18;USER006;COMPRA06;9;688.00€;Correcto
OPE0010;04/04/2024 14:51;04/04/2024 16:41;USER004;COMPRA06;10;924.00€;Correcto
OPE0011;04/04/2024 14:51;04/04/2024 23:18;USER004;COMPRA06;11;232.00€;Correcto
OPE0012;04/04/2024 14:51;04/04/2024 11:54;USER006;COMPRA06;12;456.00€;Finalizado
OPE0013;04/04/2024 14:51;04/04/2024 22:57;USER004;COMPRA06;13;-530.00€;Error
OPE0014;04/04/2024 14:51;04/04/2024 01:58;USER003;COMPRA06;14;613.00€;Finalizado
OPE0015;04/04/2024 14:51;04/04/2024 23:53;USER007;COMPRA06;15;663.00€;Error
OPE0016;04/04/2024 14:51;04/04/2024 17:00;USER004;COMPRA06;16;491.00€;Error
OPE0017;04/04/2024 14:51;04/04/2024 20:12;USER003;COMPRA06;17;890.00€;Finalizado
OPE0018;04/04/2024 14:51;04/04/2024 07:09;USER006;COMPRA06;18;444.00€;Correcto
OPE0019;04/04/2024 14:51;04/04/2024 16:53;USER005;COMPRA06;19;-118.00€;Error
OPE0020;04/04/2024 14:51;04/04/2024 22:35;USER001;COMPRA06;20;-171.00€;Error
OPE0021;04/04/2024 14:51;04/04/2024 10:43;USER006;COMPRA06;21;-193.00€;Correcto
OPE0022;04/04/2024 14:51;04/04/2024 22:24;USER004;COMPRA06;22;132.00€;Error
OPE0023;04/04/2024 14:51;04/04/2024 00:08;USER007;COMPRA06;23;-870.00€;Correcto
OPE0024;04/04/2024 14:51;04/04/2024 23:29;USER007;COMPRA06;24;382.00€;Finalizado
OPE0025;04/04/2024 14:51;04/04/2024 01:07;USER005;COMPRA06;25;910.00€;Correcto
OPE0026;04/04/2024 14:51;04/04/2024 03:14;USER007;COMPRA06;26;-549.00€;Correcto
OPE0027;04/04/2024 14:51;04/04/2024 00:59;USER002;COMPRA06;27;-713.00€;Finalizado
OPE0028;04/04/2024 14:51;04/04/2024 12:00;USER001;COMPRA06;28;111.00€;Correcto
OPE0029;04/04/2024 14:51;04/04/2024 10:58;USER007;COMPRA06;29;324.00€;Correcto
OPE0030;04/04/2024 14:51;04/04/2024 08:06;USER007;COMPRA06;30;275.00€;Finalizado
