IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE001;20/04/2024 03:33;25/04/2024 07:40;USER001;COMPRA02;1;-5.00€;Error
OPE002;20/04/2024 03:33;25/04/2024 19:37;USER001;COMPRA02;2;-427.00€;Finalizado
OPE003;20/04/2024 03:33;25/04/2024 13:44;USER002;COMPRA02;3;-438.00€;Finalizado
OPE004;20/04/2024 03:33;25/04/2024 02:12;USER003;COMPRA02;4;177.00€;Correcto
OPE005;20/04/2024 03:33;25/04/2024 12:26;USER005;COMPRA02;5;-284.00€;Finalizado
OPE006;20/04/2024 03:33;25/04/2024 18:43;USER001;COMPRA02;6;597.00€;Correcto
OPE007;20/04/2024 03:33;25/04/2024 13:25;USER001;COMPRA02;7;294.00€;Error
OPE008;20/04/2024 03:33;25/04/2024 01:38;USER005;COMPRA02;8;872.00€;Finalizado
OPE009;20/04/2024 03:33;25/04/2024 02:02;USER002;COMPRA02;9;590.00€;Finalizado
OPE0010;20/04/2024 03:33;25/04/2024 09:54;USER007;COMPRA02;10;-729.00€;Finalizado
OPE0011;20/04/2024 03:33;25/04/2024 10:13;USER005;COMPRA02;11;11.00€;Error
OPE0012;20/04/2024 03:33;25/04/2024 13:28;USER002;COMPRA02;12;726.00€;Correcto
OPE0013;20/04/2024 03:33;25/04/2024 19:51;USER007;COMPRA02;13;-648.00€;Finalizado
OPE0014;20/04/2024 03:33;25/04/2024 09:47;USER006;COMPRA02;14;856.00€;Error
OPE0015;20/04/2024 03:33;25/04/2024 17:54;USER007;COMPRA02;15;913.00€;Finalizado
OPE0016;20/04/2024 03:33;25/04/2024 01:05;USER003;COMPRA02;16;-755.00€;Correcto
OPE0017;20/04/2024 03:33;25/04/2024 04:46;USER005;COMPRA02;17;657.00€;Finalizado
OPE0018;20/04/2024 03:33;25/04/2024 04:08;USER002;COMPRA02;18;-716.00€;Error
OPE0019;20/04/2024 03:33;25/04/2024 05:44;USER006;COMPRA02;19;-78.00€;Error
OPE0020;20/04/2024 03:33;25/04/2024 23:36;USER007;COMPRA02;20;387.00€;Correcto
OPE0021;20/04/2024 03:33;25/04/2024 03:41;USER001;COMPRA02;21;443.00€;Correcto
OPE0022;20/04/2024 03:33;25/04/2024 23:03;USER006;COMPRA02;22;518.00€;Error
OPE0023;20/04/2024 03:33;25/04/2024 21:19;USER007;COMPRA02;23;224.00€;Error
OPE0024;20/04/2024 03:33;25/04/2024 02:13;USER005;COMPRA02;24;-157.00€;Correcto
OPE0025;20/04/2024 03:33;25/04/2024 02:32;USER001;COMPRA02;25;725.00€;Finalizado
OPE0026;20/04/2024 03:33;25/04/2024 08:47;USER003;COMPRA02;26;86.00€;Finalizado
OPE0027;20/04/2024 03:33;25/04/2024 17:13;USER002;COMPRA02;27;-456.00€;Error
OPE0028;20/04/2024 03:33;25/04/2024 04:03;USER004;COMPRA02;28;678.00€;Correcto
OPE0029;20/04/2024 03:33;25/04/2024 07:52;USER002;COMPRA02;29;-878.00€;Finalizado
OPE0030;20/04/2024 03:33;25/04/2024 03:19;USER001;COMPRA02;30;820.00€;Finalizado
OPE0031;20/04/2024 03:33;25/04/2024 22:52;USER003;COMPRA02;31;277.00€;Finalizado
OPE0032;20/04/2024 03:33;25/04/2024 08:35;USER004;COMPRA02;32;875.00€;Finalizado
OPE0033;20/04/2024 03:33;25/04/2024 18:32;USER003;COMPRA02;33;-149.00€;Correcto
OPE0034;20/04/2024 03:33;25/04/2024 14:30;USER004;COMPRA02;34;397.00€;Error
OPE0035;20/04/2024 03:33;25/04/2024 13:43;USER003;COMPRA02;35;28.00€;Correcto
OPE0036;20/04/2024 03:33;25/04/2024 14:21;USER007;COMPRA02;36;239.00€;Correcto
OPE0037;20/04/2024 03:33;25/04/2024 10:29;USER002;COMPRA02;37;-632.00€;Finalizado
OPE0038;20/04/2024 03:33;25/04/2024 17:25;USER003;COMPRA02;38;745.00€;Finalizado
OPE0039;20/04/2024 03:33;25/04/2024 00:25;USER001;COMPRA02;39;785.00€;Correcto
OPE0040;20/04/2024 03:33;25/04/2024 04:44;USER002;COMPRA02;40;-518.00€;Finalizado
OPE0041;20/04/2024 03:33;25/04/2024 05:55;USER003;COMPRA02;41;-539.00€;Correcto
OPE0042;20/04/2024 03:33;25/04/2024 22:32;USER003;COMPRA02;42;-343.00€;Finalizado
OPE0043;20/04/2024 03:33;25/04/2024 10:05;USER003;COMPRA02;43;-387.00€;Correcto
OPE0044;20/04/2024 03:33;25/04/2024 17:36;USER001;COMPRA02;44;-696.00€;Finalizado
OPE0045;20/04/2024 03:33;25/04/2024 14:42;USER002;COMPRA02;45;-803.00€;Finalizado
OPE0046;20/04/2024 03:33;25/04/2024 23:19;USER001;COMPRA02;46;-448.00€;Finalizado
OPE0047;20/04/2024 03:33;25/04/2024 23:02;USER004;COMPRA02;47;453.00€;Error
OPE0048;20/04/2024 03:33;25/04/2024 19:55;USER004;COMPRA02;48;-294.00€;Error
OPE0049;20/04/2024 03:33;25/04/2024 21:53;USER007;COMPRA02;49;-909.00€;Correcto
OPE0050;20/04/2024 03:33;25/04/2024 20:11;USER001;COMPRA02;50;365.00€;Correcto
