IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE001;08/04/2024 01:24;08/04/2024 18:20;USER003;COMPRA06;1;-291.00€;Correcto
OPE002;08/04/2024 01:24;08/04/2024 21:03;USER005;COMPRA06;2;-358.00€;Finalizado
OPE003;08/04/2024 01:24;08/04/2024 09:35;USER001;COMPRA06;3;-255.00€;Finalizado
OPE004;08/04/2024 01:24;08/04/2024 04:28;USER006;COMPRA06;4;-25.00€;Correcto
OPE005;08/04/2024 01:24;08/04/2024 08:03;USER006;COMPRA06;5;-571.00€;Error
OPE006;08/04/2024 01:24;08/04/2024 19:52;USER002;COMPRA06;6;-739.00€;Correcto
OPE007;08/04/2024 01:24;08/04/2024 01:56;USER002;COMPRA06;7;763.00€;Finalizado
OPE008;08/04/2024 01:24;08/04/2024 22:08;USER003;COMPRA06;8;-323.00€;Error
OPE009;08/04/2024 01:24;08/04/2024 07:29;USER005;COMPRA06;9;-384.00€;Finalizado
OPE0010;08/04/2024 01:24;08/04/2024 03:04;USER001;COMPRA06;10;-663.00€;Error
OPE0011;08/04/2024 01:24;08/04/2024 06:13;USER001;COMPRA06;11;234.00€;Error
OPE0012;08/04/2024 01:24;08/04/2024 09:59;USER001;COMPRA06;12;717.00€;Finalizado
OPE0013;08/04/2024 01:24;08/04/2024 07:05;USER002;COMPRA06;13;678.00€;Correcto
OPE0014;08/04/2024 01:24;08/04/2024 04:12;USER006;COMPRA06;14;-831.00€;Error
OPE0015;08/04/2024 01:24;08/04/2024 20:42;USER002;COMPRA06;15;769.00€;Correcto
OPE0016;08/04/2024 01:24;08/04/2024 16:09;USER006;COMPRA06;16;835.00€;Correcto
OPE0017;08/04/2024 01:24;08/04/2024 21:27;USER001;COMPRA06;17;-829.00€;Finalizado
OPE0018;08/04/2024 01:24;08/04/2024 05:38;USER001;COMPRA06;18;127.00€;Correcto
OPE0019;08/04/2024 01:24;08/04/2024 13:35;USER001;COMPRA06;19;-498.00€;Error
OPE0020;08/04/2024 01:24;08/04/2024 08:00;USER001;COMPRA06;20;-726.00€;Error
OPE0021;08/04/2024 01:24;08/04/2024 05:57;USER001;COMPRA06;21;-174.00€;Correcto
OPE0022;08/04/2024 01:24;08/04/2024 18:31;USER002;COMPRA06;22;-745.00€;Error
OPE0023;08/04/2024 01:24;08/04/2024 20:41;USER004;COMPRA06;23;34.00€;Correcto
OPE0024;08/04/2024 01:24;08/04/2024 01:53;USER006;COMPRA06;24;325.00€;Correcto
OPE0025;08/04/2024 01:24;08/04/2024 23:07;USER001;COMPRA06;25;-465.00€;Correcto
OPE0026;08/04/2024 01:24;08/04/2024 03:15;USER006;COMPRA06;26;-573.00€;Correcto
OPE0027;08/04/2024 01:24;08/04/2024 00:51;USER006;COMPRA06;27;321.00€;Error
OPE0028;08/04/2024 01:24;08/04/2024 15:02;USER002;COMPRA06;28;96.00€;Error
OPE0029;08/04/2024 01:24;08/04/2024 02:15;USER006;COMPRA06;29;720.00€;Error
OPE0030;08/04/2024 01:24;08/04/2024 06:49;USER004;COMPRA06;30;-814.00€;Error
OPE0031;08/04/2024 01:24;08/04/2024 23:03;USER001;COMPRA06;31;998.00€;Error
OPE0032;08/04/2024 01:24;08/04/2024 00:14;USER005;COMPRA06;32;648.00€;Correcto
OPE0033;08/04/2024 01:24;08/04/2024 12:55;USER001;COMPRA06;33;-330.00€;Error
OPE0034;08/04/2024 01:24;08/04/2024 09:50;USER003;COMPRA06;34;-944.00€;Error
OPE0035;08/04/2024 01:24;08/04/2024 11:35;USER004;COMPRA06;35;827.00€;Correcto
OPE0036;08/04/2024 01:24;08/04/2024 11:47;USER001;COMPRA06;36;141.00€;Finalizado
OPE0037;08/04/2024 01:24;08/04/2024 18:01;USER006;COMPRA06;37;-1000.00€;Correcto
OPE0038;08/04/2024 01:24;08/04/2024 22:08;USER002;COMPRA06;38;845.00€;Error
OPE0039;08/04/2024 01:24;08/04/2024 23:39;USER004;COMPRA06;39;-581.00€;Correcto
OPE0040;08/04/2024 01:24;08/04/2024 03:46;USER003;COMPRA06;40;-2.00€;Finalizado
OPE0041;08/04/2024 01:24;08/04/2024 09:14;USER006;COMPRA06;41;-383.00€;Correcto
OPE0042;08/04/2024 01:24;08/04/2024 11:25;USER003;COMPRA06;42;467.00€;Error
OPE0043;08/04/2024 01:24;08/04/2024 05:52;USER004;COMPRA06;43;189.00€;Error
OPE0044;08/04/2024 01:24;08/04/2024 18:58;USER004;COMPRA06;44;-397.00€;Correcto
OPE0045;08/04/2024 01:24;08/04/2024 13:12;USER004;COMPRA06;45;408.00€;Error
OPE0046;08/04/2024 01:24;08/04/2024 15:37;USER006;COMPRA06;46;647.00€;Error
OPE0047;08/04/2024 01:24;08/04/2024 23:00;USER002;COMPRA06;47;581.00€;Finalizado
OPE0048;08/04/2024 01:24;08/04/2024 18:03;USER006;COMPRA06;48;-254.00€;Error
OPE0049;08/04/2024 01:24;08/04/2024 09:46;USER003;COMPRA06;49;-550.00€;Correcto
OPE0050;08/04/2024 01:24;08/04/2024 02:38;USER004;COMPRA06;50;-365.00€;Error
